Region ID,Region name,objects_total,n_animals,relative_abundance_z,rel_abundance_method,reference_mean,reference_std
99,"Nucleus of the lateral lemniscus, ventral part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
100,Interpeduncular nucleus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
101,Ventral cochlear nucleus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
102,nigrostriatal tract,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
103,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
104,"Agranular insular area, dorsal part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
105,"Superior olivary complex, medial part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
106,Inferior salivatory nucleus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
107,"Somatomotor areas, Layer 1",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
108,choroid plexus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
109,nigrothalamic fibers,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
110,"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
111,"Agranular insular area, posterior part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
112,Granular lamina of the cochlear nuclei,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
113,"Primary somatosensory area, lower limb, layer 2/3",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
114,"Superior olivary complex, lateral part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
115,Trochlear nucleus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
116,choroid fissure,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
117,optic chiasm,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
118,"Periventricular hypothalamic nucleus, intermediate part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
119,"Agranular insular area, ventral part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
120,"Agranular insular area, posterior part, layer 1",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
121,"Lateral visual area, layer 6b",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
122,"Superior olivary complex, periolivary region",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
123,Koelliker-Fuse subnucleus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
124,interventricular foramen,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
125,optic tract,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
126,"Periventricular hypothalamic nucleus, posterior part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
127,Anteromedial nucleus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
128,Midbrain reticular nucleus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
129,third ventricle,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
130,"Superior central nucleus raphe, medial part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
131,Lateral amygdalar nucleus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
132,"Prelimbic area, layer 6b",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
133,"Periventricular hypothalamic nucleus, preoptic part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
134,pallidotegmental fascicle,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
135,Nucleus ambiguus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
